,Date,Rented_Bike_Count,Hour,Temperature,Humidity,Wind_speed,Visibility,Dew_point_temperature,Solar_Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning_Day,Hotness
589,25/12/2017,244,13,-1.5,,3.8,,-15.7,"1,18",0.0,0.0,Winter,Holiday,Yes,-1.5
590,25/12/2017,274,14,-0.4,31.0,,2000.0,-15.5,"1,1",0.0,0.0,Winter,Holiday,Yes,-0.4
591,25/12/2017,319,15,0.4,28.0,2.5,2000.0,-16.0,"0,9",0.0,0.0,Winter,Holiday,Yes,0.4
592,25/12/2017,272,16,0.4,,2.0,2000.0,-16.4,"0,58",0.0,0.0,Winter,Holiday,Yes,0.4
593,25/12/2017,260,17,-0.7,29.0,2.0,2000.0,-16.5,"0,21",0.0,0.0,Winter,Holiday,Yes,-0.7
594,25/12/2017,237,18,-1.6,33.0,2.0,2000.0,-15.8,"0,0",0.0,0.0,Winter,Holiday,Yes,-1.6
595,25/12/2017,184,19,-1.8,41.0,2.1,2000.0,-13.3,"0,0",0.0,0.0,Winter,Holiday,Yes,-1.8
596,25/12/2017,181,20,-2.1,49.0,1.7,2000.0,-11.4,"0,0",0.0,0.0,Winter,Holiday,Yes,-2.1
597,25/12/2017,185,21,-1.7,51.0,1.7,2000.0,-10.5,"0,0",0.0,0.0,Winter,Holiday,Yes,-1.7
598,25/12/2017,176,22,-1.3,53.0,1.7,2000.0,-9.6,"0,0",0.0,0.0,Winter,Holiday,Yes,-1.3
599,25/12/2017,169,23,-1.0,55.0,,2000.0,-8.9,"0,0",0.0,0.0,Winter,Holiday,Yes,-1.0
600,26/12/2017,178,0,-1.4,58.0,1.0,1880.0,-8.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,-1.4
601,26/12/2017,127,1,-1.5,62.0,1.3,2000.0,-7.8,"0,0",0.0,0.0,Winter,No Holiday,Yes,-1.5
602,26/12/2017,85,2,-2.1,69.0,1.0,1995.0,-7.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.1
603,26/12/2017,72,3,-2.6,70.0,1.0,1992.0,-7.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.6
604,26/12/2017,49,4,-2.6,72.0,1.4,1929.0,-6.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.6
605,26/12/2017,65,5,-2.9,77.0,0.8,1833.0,-6.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.9
606,26/12/2017,120,6,-2.8,73.0,0.7,1906.0,-6.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.8
607,26/12/2017,296,7,-2.9,73.0,1.9,1911.0,-7.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.9
608,26/12/2017,578,8,-2.7,68.0,2.2,1919.0,-7.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.7
609,26/12/2017,293,9,-2.8,52.0,2.9,1895.0,-11.3,"0,16",0.0,0.0,Winter,No Holiday,Yes,-2.8
610,26/12/2017,180,10,-2.2,36.0,4.1,1930.0,-15.2,"0,53",0.0,0.0,Winter,No Holiday,Yes,-2.2
611,26/12/2017,250,11,-2.1,28.0,4.9,1887.0,-18.2,"0,87",0.0,0.0,Winter,No Holiday,Yes,-2.1
612,26/12/2017,262,12,-1.3,23.0,4.0,2000.0,-19.8,"1,09",0.0,0.0,Winter,No Holiday,Yes,-1.3
613,26/12/2017,262,13,-2.0,15.0,4.7,1970.0,-25.2,"1,18",0.0,0.0,Winter,No Holiday,Yes,-2.0
614,26/12/2017,271,14,-1.6,20.0,4.3,2000.0,-21.6,"1,11",0.0,0.0,Winter,No Holiday,Yes,-1.6
615,26/12/2017,246,15,-1.9,17.0,5.0,2000.0,-23.7,"0,93",0.0,0.0,Winter,No Holiday,Yes,-1.9
616,26/12/2017,282,16,-1.9,17.0,3.3,2000.0,-23.7,"0,61",0.0,0.0,Winter,No Holiday,Yes,-1.9
617,26/12/2017,350,17,-3.6,20.0,3.7,2000.0,-23.3,"0,23",0.0,0.0,Winter,No Holiday,Yes,-3.6
618,26/12/2017,481,18,-4.7,23.0,3.4,2000.0,-22.7,"0,01",0.0,0.0,Winter,No Holiday,Yes,-4.7
619,26/12/2017,317,19,-5.4,27.0,3.0,2000.0,-21.5,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.4
620,26/12/2017,252,20,-6.1,32.0,4.7,2000.0,-20.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.1
621,26/12/2017,220,21,-6.6,39.0,3.2,2000.0,-18.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.6
622,26/12/2017,213,22,-7.2,38.0,3.1,2000.0,-19.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,-7.2
623,26/12/2017,156,23,-7.5,37.0,3.1,2000.0,-19.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,-7.5
624,27/12/2017,133,0,-7.9,37.0,2.2,2000.0,-20.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,-7.9
625,27/12/2017,142,1,-8.2,39.0,,2000.0,-19.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,-8.2
626,27/12/2017,93,2,-8.6,37.0,1.5,2000.0,-20.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,-8.6
627,27/12/2017,81,3,-9.1,37.0,1.0,2000.0,-21.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,-9.1
628,27/12/2017,55,4,-9.1,33.0,2.3,2000.0,-22.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,-9.1
629,27/12/2017,66,5,-9.4,36.0,1.9,2000.0,-21.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,-9.4
630,27/12/2017,105,6,-9.8,37.0,1.7,2000.0,-21.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,-9.8
631,27/12/2017,262,7,-10.1,38.0,2.3,2000.0,-21.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,-10.1
632,27/12/2017,502,8,-10.2,35.0,1.8,2000.0,-22.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,-10.2
633,27/12/2017,279,9,-9.8,33.0,2.0,1997.0,-23.0,"0,17",0.0,0.0,Winter,No Holiday,Yes,-9.8
634,27/12/2017,146,10,-8.5,29.0,2.4,1992.0,-23.4,"0,56",0.0,0.0,Winter,No Holiday,Yes,-8.5
635,27/12/2017,213,11,-6.8,28.0,,1986.0,-22.3,"0,88",0.0,0.0,Winter,No Holiday,Yes,-6.8
636,27/12/2017,230,12,-5.5,21.0,2.1,1941.0,-24.4,"1,08",0.0,0.0,Winter,No Holiday,Yes,-5.5
637,27/12/2017,258,13,-4.7,18.0,3.7,2000.0,-25.4,"1,16",0.0,0.0,Winter,No Holiday,Yes,-4.7
638,27/12/2017,231,14,-4.0,,,2000.0,-24.8,"1,09",0.0,0.0,Winter,No Holiday,Yes,-4.0
639,27/12/2017,228,15,-3.1,16.0,2.2,2000.0,-25.4,"0,9",0.0,0.0,Winter,No Holiday,Yes,-3.1
640,27/12/2017,269,16,-3.2,23.0,2.7,2000.0,-21.4,"0,57",0.0,0.0,Winter,No Holiday,Yes,-3.2
641,27/12/2017,314,17,-4.2,26.0,2.2,2000.0,-20.8,"0,2",0.0,0.0,Winter,No Holiday,Yes,-4.2
642,27/12/2017,466,18,-5.2,32.0,,2000.0,-19.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.2
643,27/12/2017,315,19,-5.5,31.0,2.1,2000.0,-19.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.5
644,27/12/2017,262,20,-5.9,34.0,0.9,2000.0,-19.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.9
645,27/12/2017,242,21,-6.4,34.0,,2000.0,-19.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.4
646,27/12/2017,243,22,-6.4,36.0,1.3,2000.0,-19.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.4
647,27/12/2017,216,23,-6.3,,0.9,2000.0,-18.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.3
648,28/12/2017,164,0,-6.5,41.0,1.7,2000.0,-17.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.5
649,28/12/2017,169,1,-6.6,39.0,1.4,2000.0,-18.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.6
650,28/12/2017,163,2,-6.6,34.0,1.8,2000.0,-19.8,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.6
651,28/12/2017,86,3,-6.0,32.0,2.5,2000.0,-20.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.0
652,28/12/2017,50,4,-5.8,32.0,1.6,2000.0,-19.8,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.8
653,28/12/2017,61,5,-5.7,28.0,1.2,2000.0,-21.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.7
654,28/12/2017,103,6,-5.5,24.0,0.5,2000.0,-22.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.5
655,28/12/2017,257,7,-5.0,31.0,0.5,2000.0,-19.5,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.0
656,28/12/2017,554,8,-4.7,30.0,0.6,2000.0,-19.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,-4.7
657,28/12/2017,326,9,-4.3,38.0,0.7,1877.0,-16.5,"0,04",0.0,0.0,Winter,No Holiday,Yes,-4.3
658,28/12/2017,225,10,-3.4,33.0,1.3,1863.0,-17.4,"0,33",0.0,0.0,Winter,No Holiday,Yes,-3.4
659,28/12/2017,288,11,-2.1,34.0,1.0,1868.0,-15.8,"0,65",0.0,0.0,Winter,No Holiday,Yes,-2.1
660,28/12/2017,286,12,-0.8,38.0,1.0,1686.0,-13.3,"0,75",0.0,0.0,Winter,No Holiday,Yes,-0.8
661,28/12/2017,301,13,0.8,46.0,1.4,1598.0,-9.5,"0,8",0.0,0.0,Winter,No Holiday,Yes,0.8
662,28/12/2017,311,14,0.8,55.0,1.8,1132.0,-7.2,"0,59",0.0,0.0,Winter,No Holiday,Yes,0.8
663,28/12/2017,303,15,0.4,57.0,2.4,1179.0,-7.1,"0,36",0.0,0.0,Winter,No Holiday,Yes,0.4
664,28/12/2017,390,16,0.3,57.0,2.3,1204.0,-7.2,"0,19",0.0,0.0,Winter,No Holiday,Yes,0.3
665,28/12/2017,407,17,0.2,58.0,2.0,1159.0,-7.1,"0,08",0.0,0.0,Winter,No Holiday,Yes,0.2
666,28/12/2017,552,18,-0.6,62.0,1.6,1129.0,-6.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-0.6
667,28/12/2017,402,19,-0.4,62.0,0.9,1103.0,-6.8,"0,0",0.0,0.0,Winter,No Holiday,Yes,-0.4
668,28/12/2017,319,20,-0.3,62.0,1.3,1040.0,-6.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,-0.3
669,28/12/2017,332,21,-0.2,62.0,0.6,986.0,-6.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,-0.2
670,28/12/2017,285,22,0.0,63.0,1.3,968.0,-6.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,0.0
671,28/12/2017,260,23,0.1,63.0,1.1,1003.0,-6.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,0.1
672,29/12/2017,233,0,0.2,63.0,0.7,925.0,-6.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,0.2
673,29/12/2017,269,1,0.3,63.0,0.7,760.0,-5.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,0.3
674,29/12/2017,210,2,0.5,63.0,1.0,691.0,-5.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,0.5
675,29/12/2017,135,3,0.6,64.0,0.4,731.0,-5.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,0.6
676,29/12/2017,85,4,0.6,65.0,0.4,712.0,-5.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,0.6
677,29/12/2017,67,5,0.7,66.0,0.7,687.0,-4.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,0.7
678,29/12/2017,128,6,0.8,68.0,0.6,673.0,-4.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,0.8
679,29/12/2017,289,7,0.9,67.0,0.6,658.0,-4.5,"0,0",0.0,0.0,Winter,No Holiday,Yes,0.9
680,29/12/2017,636,8,1.0,68.0,0.6,624.0,-4.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,1.0
681,29/12/2017,353,9,1.2,67.0,0.2,591.0,-4.2,"0,06",0.0,0.0,Winter,No Holiday,Yes,1.2
682,29/12/2017,252,10,1.9,65.0,0.3,562.0,-3.9,"0,17",0.0,0.0,Winter,No Holiday,Yes,1.9
683,29/12/2017,317,11,3.1,62.0,1.1,517.0,-3.4,"0,29",0.0,0.0,Winter,No Holiday,Yes,3.1
684,29/12/2017,363,12,4.3,,1.6,472.0,-2.3,"0,52",0.0,0.0,Winter,No Holiday,Yes,4.3
685,29/12/2017,370,13,5.2,58.0,2.5,435.0,-2.4,"0,81",0.0,0.0,Winter,No Holiday,Yes,5.2
686,29/12/2017,419,14,5.7,54.0,3.5,418.0,-2.9,"0,83",0.0,0.0,Winter,No Holiday,Yes,5.7
687,29/12/2017,426,15,5.7,53.0,2.7,408.0,-3.1,"0,65",0.0,0.0,Winter,No Holiday,Yes,5.7
688,29/12/2017,504,16,5.4,56.0,2.2,396.0,-2.6,"0,39",0.0,0.0,Winter,No Holiday,Yes,5.4
689,29/12/2017,534,17,4.5,59.0,1.6,384.0,-2.8,"0,14",0.0,0.0,Winter,No Holiday,Yes,4.5
690,29/12/2017,574,18,3.6,62.0,,389.0,-3.0,"0,01",0.0,0.0,Winter,No Holiday,Yes,3.6
691,29/12/2017,395,19,2.7,68.0,1.2,348.0,-2.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,2.7
692,29/12/2017,292,20,1.7,73.0,0.5,332.0,-2.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,1.7
693,29/12/2017,282,21,1.0,77.0,1.5,297.0,-2.5,"0,0",0.0,0.0,Winter,No Holiday,Yes,1.0
694,29/12/2017,294,22,0.8,77.0,1.4,293.0,-2.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,0.8
695,29/12/2017,236,23,0.3,80.0,0.8,264.0,-2.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,0.3
696,30/12/2017,240,0,-0.4,83.0,1.2,247.0,-2.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-0.4
697,30/12/2017,234,1,-0.5,83.0,0.7,244.0,-3.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,-0.5
698,30/12/2017,192,2,-0.9,84.0,0.6,230.0,-3.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,-0.9
699,30/12/2017,127,3,-1.1,83.0,0.8,237.0,-3.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,-1.1
700,30/12/2017,86,4,-1.1,83.0,0.7,,-3.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,-1.1
701,30/12/2017,52,5,-1.2,81.0,0.8,258.0,-4.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,-1.2
702,30/12/2017,62,6,-1.1,81.0,1.0,253.0,-3.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-1.1
703,30/12/2017,88,7,-0.7,79.0,0.7,,-3.8,"0,0",0.0,0.0,Winter,No Holiday,Yes,-0.7
704,30/12/2017,162,8,-0.4,78.0,0.5,,-3.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,-0.4
705,30/12/2017,224,9,0.2,76.0,1.3,249.0,-3.5,"0,03",0.0,0.0,Winter,No Holiday,Yes,0.2
706,30/12/2017,208,10,0.8,73.0,0.5,248.0,-3.4,"0,15",0.0,0.0,Winter,No Holiday,Yes,0.8
707,30/12/2017,237,11,2.0,69.0,1.0,257.0,-3.1,"0,32",0.0,0.0,Winter,No Holiday,Yes,2.0
708,30/12/2017,274,12,3.2,64.0,,258.0,-2.9,"0,47",0.0,0.0,Winter,No Holiday,Yes,3.2
709,30/12/2017,333,13,4.0,62.0,1.0,256.0,-2.6,"0,51",0.0,0.0,Winter,No Holiday,Yes,4.0
710,30/12/2017,356,14,4.3,60.0,1.2,272.0,-2.7,"0,4",0.0,0.0,Winter,No Holiday,Yes,4.3
711,30/12/2017,337,15,4.3,61.0,0.7,274.0,-2.5,"0,23",0.0,0.0,Winter,No Holiday,Yes,4.3
712,30/12/2017,345,16,4.1,63.0,0.7,263.0,-2.3,"0,13",0.0,0.0,Winter,No Holiday,Yes,4.1
713,30/12/2017,183,17,3.8,64.0,0.9,250.0,-2.3,"0,01",0.0,0.0,Winter,No Holiday,Yes,3.8
714,30/12/2017,45,18,3.0,84.0,1.7,137.0,0.5,"0,0",0.3,0.0,Winter,No Holiday,Yes,3.0
715,30/12/2017,40,19,2.3,89.0,0.6,96.0,0.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,2.3
716,30/12/2017,66,20,1.9,90.0,0.9,88.0,0.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,1.9
717,30/12/2017,64,21,1.8,,,109.0,0.6,"0,0",0.2,0.0,Winter,No Holiday,Yes,1.8
718,30/12/2017,30,22,1.8,92.0,1.2,94.0,0.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,1.8
719,30/12/2017,42,23,1.4,92.0,1.9,73.0,0.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,1.4
720,31/12/2017,43,0,0.9,,1.8,63.0,0.1,"0,0",0.2,0.2,Winter,Holiday,Yes,0.9
721,31/12/2017,43,1,0.5,95.0,2.1,79.0,-0.2,"0,0",0.0,0.6,Winter,Holiday,Yes,0.5
722,31/12/2017,65,2,0.4,95.0,1.7,110.0,-0.3,"0,0",0.0,1.2,Winter,Holiday,Yes,0.4
723,31/12/2017,65,3,0.3,91.0,2.0,172.0,-1.0,"0,0",1.0,1.2,Winter,Holiday,Yes,0.3
724,31/12/2017,32,4,-0.2,87.0,3.5,246.0,-2.1,"0,0",0.0,1.2,Winter,Holiday,Yes,-0.2
725,31/12/2017,22,5,-0.8,,2.8,,-3.0,"0,0",0.0,1.2,Winter,Holiday,Yes,-0.8
726,31/12/2017,25,6,-1.3,84.0,2.4,425.0,-3.6,"0,0",0.0,1.2,Winter,Holiday,Yes,-1.3
727,31/12/2017,39,7,-1.8,86.0,1.7,367.0,-3.8,"0,0",0.0,1.2,Winter,Holiday,Yes,-1.8
728,31/12/2017,84,8,-2.1,86.0,1.4,354.0,-4.1,"0,0",0.0,1.2,Winter,Holiday,Yes,-2.1
729,31/12/2017,103,9,-1.9,82.0,1.6,410.0,-4.5,"0,15",0.0,1.2,Winter,Holiday,Yes,-1.9
730,31/12/2017,110,10,-0.5,73.0,1.7,609.0,-4.7,"0,53",0.0,1.1,Winter,Holiday,Yes,-0.5
731,31/12/2017,142,11,0.8,,2.8,801.0,-5.6,"0,88",0.0,1.1,Winter,Holiday,Yes,0.8
732,31/12/2017,209,12,1.4,47.0,4.5,1388.0,-8.7,"1,1",0.0,1.0,Winter,Holiday,Yes,1.4
733,31/12/2017,267,13,2.5,36.0,3.7,1578.0,-11.0,"1,15",0.0,0.7,Winter,Holiday,Yes,2.5
734,31/12/2017,262,14,3.0,28.0,3.8,1956.0,-13.7,"1,1",0.0,0.0,Winter,Holiday,Yes,3.0
735,31/12/2017,300,15,3.1,25.0,3.9,2000.0,-15.0,"0,9",0.0,0.0,Winter,Holiday,Yes,3.1
736,31/12/2017,272,16,2.7,26.0,2.7,2000.0,-14.9,"0,59",0.0,0.0,Winter,Holiday,Yes,2.7
737,31/12/2017,240,17,1.7,30.0,2.9,2000.0,-14.0,"0,22",0.0,0.0,Winter,Holiday,Yes,1.7
738,31/12/2017,215,18,0.7,31.0,,2000.0,-14.5,"0,01",0.0,0.0,Winter,Holiday,Yes,0.7
739,31/12/2017,163,19,0.0,31.0,2.2,2000.0,-15.1,"0,0",0.0,0.0,Winter,Holiday,Yes,0.0
740,31/12/2017,161,20,-1.0,32.0,0.9,,-15.6,"0,0",0.0,0.0,Winter,Holiday,Yes,-1.0
741,31/12/2017,179,21,-1.6,35.0,1.0,2000.0,-15.1,"0,0",0.0,0.0,Winter,Holiday,Yes,-1.6
742,31/12/2017,155,22,-2.1,36.0,1.7,,-15.2,"0,0",0.0,0.0,Winter,Holiday,Yes,-2.1
743,31/12/2017,227,23,-2.6,40.0,0.6,2000.0,-14.3,"0,0",0.0,0.0,Winter,Holiday,Yes,-2.6
744,01/01/2018,206,0,-3.2,40.0,0.5,1358.0,-14.9,"0,0",0.0,0.0,Winter,Holiday,Yes,-3.2
745,01/01/2018,230,1,-3.3,41.0,0.7,2000.0,-14.7,"0,0",0.0,0.0,Winter,Holiday,Yes,-3.3
746,01/01/2018,178,2,-3.7,,0.9,2000.0,-14.7,"0,0",0.0,0.0,Winter,Holiday,Yes,-3.7
747,01/01/2018,119,3,-4.0,44.0,1.0,2000.0,-14.4,"0,0",0.0,0.0,Winter,Holiday,Yes,-4.0
748,01/01/2018,62,4,-4.2,53.0,1.1,1994.0,-12.3,"0,0",0.0,0.0,Winter,Holiday,Yes,-4.2
749,01/01/2018,61,5,-4.4,54.0,0.8,1786.0,-12.3,"0,0",0.0,0.0,Winter,Holiday,Yes,-4.4
750,01/01/2018,65,6,-4.5,51.0,1.1,2000.0,-13.1,"0,0",0.0,0.0,Winter,Holiday,Yes,-4.5
751,01/01/2018,81,7,-4.7,,1.1,2000.0,-12.1,"0,0",0.0,0.0,Winter,Holiday,Yes,-4.7
752,01/01/2018,89,8,-5.0,55.0,1.0,2000.0,-12.6,"0,0",0.0,0.0,Winter,Holiday,Yes,-5.0
753,01/01/2018,121,9,-4.3,39.0,0.7,1973.0,-16.2,"0,15",0.0,0.0,Winter,Holiday,Yes,-4.3
754,01/01/2018,139,10,-1.6,32.0,0.8,,-16.1,"0,53",0.0,0.0,Winter,Holiday,Yes,-1.6
755,01/01/2018,169,11,0.1,27.0,2.2,1874.0,-16.7,"0,84",0.0,0.0,Winter,Holiday,Yes,0.1
756,01/01/2018,225,12,1.5,20.0,2.8,1992.0,-19.0,"1,03",0.0,0.0,Winter,Holiday,Yes,1.5
757,01/01/2018,248,13,2.4,,2.3,1921.0,-17.2,"1,1",0.0,0.0,Winter,Holiday,Yes,2.4
758,01/01/2018,298,14,3.7,,2.1,1906.0,-15.0,"1,01",0.0,0.0,Winter,Holiday,Yes,3.7
759,01/01/2018,344,15,3.0,,2.9,1715.0,-14.2,"0,78",0.0,0.0,Winter,Holiday,Yes,3.0
760,01/01/2018,310,16,3.0,,2.5,1864.0,-13.7,"0,51",0.0,0.0,Winter,Holiday,Yes,3.0
761,01/01/2018,271,17,1.8,,3.3,1913.0,-12.8,"0,18",0.0,0.0,Winter,Holiday,Yes,1.8
762,01/01/2018,218,18,0.8,,1.9,1887.0,-13.3,"0,01",0.0,0.0,Winter,Holiday,Yes,0.8
763,01/01/2018,125,19,-0.1,,1.3,1911.0,-12.4,"0,0",0.0,0.0,Winter,Holiday,Yes,-0.1
764,01/01/2018,206,20,-0.3,,1.2,1936.0,-12.2,"0,0",0.0,0.0,Winter,Holiday,Yes,-0.3
765,01/01/2018,203,21,-0.9,,1.2,1871.0,-11.6,"0,0",0.0,0.0,Winter,Holiday,Yes,-0.9
766,01/01/2018,168,22,-1.3,,0.8,1927.0,-10.9,"0,0",0.0,0.0,Winter,Holiday,Yes,-1.3
767,01/01/2018,154,23,-1.6,,0.7,1882.0,-10.4,"0,0",0.0,0.0,Winter,Holiday,Yes,-1.6
768,02/01/2018,148,0,-1.8,,1.1,1772.0,-9.8,"0,0",0.0,0.0,Winter,No Holiday,Yes,-1.8
769,02/01/2018,108,1,-2.1,,0.8,1732.0,-9.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.1
770,02/01/2018,69,2,-2.3,,0.9,1560.0,-8.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.3
771,02/01/2018,41,3,-2.5,,0.4,1626.0,-8.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.5
772,02/01/2018,31,4,-2.7,,0.5,1302.0,-7.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.7
773,02/01/2018,58,5,-3.1,,,1384.0,-8.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.1
774,02/01/2018,139,6,-3.2,,0.4,,-8.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.2
775,02/01/2018,344,7,-3.2,,0.5,1249.0,-8.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.2
776,02/01/2018,655,8,-3.4,,0.8,1179.0,-7.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.4
777,02/01/2018,315,9,-3.1,,0.2,1168.0,-8.5,"0,12",0.0,0.0,Winter,No Holiday,Yes,-3.1
778,02/01/2018,208,10,-1.4,,1.9,1355.0,-10.5,"0,38",0.0,0.0,Winter,No Holiday,Yes,-1.4
779,02/01/2018,269,11,-0.4,,2.3,1633.0,-12.3,"0,66",0.0,0.0,Winter,No Holiday,Yes,-0.4
780,02/01/2018,293,12,0.9,,1.9,1761.0,-15.1,"0,88",0.0,0.0,Winter,No Holiday,Yes,0.9
781,02/01/2018,273,13,1.5,,3.6,1970.0,-17.4,"0,95",0.0,0.0,Winter,No Holiday,Yes,1.5
782,02/01/2018,302,14,1.7,,4.4,1995.0,-18.9,"0,91",0.0,0.0,Winter,No Holiday,Yes,1.7
783,02/01/2018,295,15,1.5,,3.0,1998.0,-17.9,"0,76",0.0,0.0,Winter,No Holiday,Yes,1.5
784,02/01/2018,320,16,1.3,,2.9,2000.0,-17.6,"0,51",0.0,0.0,Winter,No Holiday,Yes,1.3
785,02/01/2018,373,17,0.3,,2.6,2000.0,-16.5,"0,18",0.0,0.0,Winter,No Holiday,Yes,0.3
786,02/01/2018,675,18,-0.8,,2.3,2000.0,-18.9,"0,01",0.0,0.0,Winter,No Holiday,Yes,-0.8
787,02/01/2018,403,19,-1.3,,2.4,2000.0,-17.5,"0,0",0.0,0.0,Winter,No Holiday,Yes,-1.3
788,02/01/2018,364,20,-1.9,,2.2,2000.0,-18.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-1.9
789,02/01/2018,304,21,-2.6,,2.0,2000.0,-18.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.6
790,02/01/2018,273,22,-3.4,,2.4,2000.0,-17.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.4
791,02/01/2018,186,23,-3.8,,2.3,2000.0,-17.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.8
792,03/01/2018,160,0,-4.3,,1.4,2000.0,-16.5,"0,0",0.0,0.0,Winter,No Holiday,Yes,-4.3
793,03/01/2018,130,1,-5.0,,1.2,1993.0,-15.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.0
794,03/01/2018,110,2,-5.5,,2.0,2000.0,-16.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.5
795,03/01/2018,67,3,-6.1,,1.3,1999.0,-16.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.1
796,03/01/2018,43,4,-6.1,,2.3,2000.0,-16.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.1
797,03/01/2018,67,5,-6.4,,2.4,1981.0,-15.8,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.4
798,03/01/2018,137,6,-6.7,,2.4,1991.0,-15.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.7
799,03/01/2018,308,7,-6.9,,2.4,1974.0,-16.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.9
800,03/01/2018,670,8,-7.0,,1.5,1971.0,-15.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-7.0
